EnrollmentID,StudentID,CourseID,EnrollmentDate,CompletionDate,IsDeleted
152,170,7,2024-08-14,NULL,0
153,63,7,2024-08-18,2025-08-09,0
154,22,7,2024-08-09,2025-06-28,0
155,483,7,2024-08-09,2025-07-23,0
156,237,7,2024-08-17,2025-06-19,0
157,26,7,2024-08-05,2025-06-13,0
158,87,7,2024-08-22,2025-03-29,0
159,474,7,2024-08-24,2025-03-30,0
160,294,7,2024-08-06,NULL,0
161,222,7,2024-08-26,2025-07-21,0
162,421,7,2024-08-18,2025-08-19,0
163,371,7,2024-08-27,NULL,0
164,203,7,2024-08-31,2025-05-23,0
165,255,7,2024-08-26,2025-04-06,0
166,16,7,2024-08-10,NULL,0
167,196,7,2024-08-27,2025-06-30,0
168,350,7,2024-08-23,NULL,0
169,219,7,2024-08-07,2025-05-22,0
170,89,7,2024-08-16,2025-09-17,0
171,182,7,2024-08-23,NULL,0
172,110,7,2024-09-03,2025-06-21,0
173,466,7,2024-08-16,2025-08-14,0
174,96,7,2024-08-28,NULL,0
175,297,8,2024-09-09,2025-08-01,0
176,169,8,2024-08-20,2025-11-07,0
177,99,8,2024-08-17,2025-07-14,0
178,270,8,2024-09-02,2025-12-12,0
179,21,8,2024-09-01,2025-09-20,0
180,51,8,2024-09-04,2025-08-05,0
181,32,8,2024-08-21,NULL,0
182,130,8,2024-08-19,2025-10-28,0
183,328,8,2024-08-24,2025-11-16,0
184,123,8,2024-08-22,NULL,0
185,11,8,2024-08-25,2025-08-22,0
186,288,8,2024-08-23,2025-08-09,0
187,263,8,2024-09-01,2025-12-19,0
188,1,8,2024-09-04,2025-06-26,0
189,181,8,2024-08-22,NULL,0
190,499,8,2024-09-01,NULL,0
191,334,8,2024-08-20,NULL,0
192,114,8,2024-09-12,2025-09-15,0
193,438,8,2024-08-15,NULL,0
194,73,8,2024-08-25,2025-11-17,0
195,187,8,2024-09-10,NULL,0
196,389,8,2024-09-09,2025-07-15,0
197,100,8,2024-09-06,2025-09-15,0
198,500,8,2024-09-08,2025-07-18,0
199,436,8,2024-08-18,2025-12-06,0
200,458,8,2024-08-21,NULL,0
201,472,8,2024-08-30,2025-08-18,0
202,177,8,2024-09-06,2025-09-23,0
203,34,8,2024-09-05,2025-06-26,0
204,12,8,2024-09-12,2025-10-11,0
205,476,9,2022-09-04,2023-04-27,0
206,222,9,2022-08-28,2023-06-24,0
207,267,9,2022-09-03,2023-06-01,0
208,475,9,2022-08-09,2023-05-08,0
209,204,9,2022-08-20,NULL,0
210,188,9,2022-09-04,2023-09-23,0
211,295,9,2022-08-09,2023-04-26,0
212,203,9,2022-08-24,NULL,0
213,54,9,2022-09-01,2023-08-08,0
214,447,9,2022-09-01,2023-07-12,0
215,258,9,2022-08-31,NULL,0
216,426,9,2022-08-24,2023-09-04,0
217,466,9,2022-08-29,2023-07-04,0
218,313,9,2022-08-30,2023-07-28,0
219,353,9,2022-08-19,2023-08-22,0
220,411,9,2022-09-02,2023-04-19,0
221,371,9,2022-08-24,2023-10-05,0
222,121,9,2022-08-17,2023-06-09,0
223,87,9,2022-09-03,2023-06-01,0
224,242,9,2022-08-17,2023-05-09,0
225,490,10,2024-08-10,2025-11-25,0
226,74,10,2024-08-20,NULL,0
227,186,10,2024-08-18,NULL,0
228,453,10,2024-08-13,2025-06-22,0
229,238,10,2024-08-05,2025-10-18,0
230,279,10,2024-08-18,NULL,0
231,289,10,2024-08-10,NULL,0
232,383,10,2024-08-16,2025-08-06,0
233,159,10,2024-08-16,2025-09-16,0
234,58,10,2024-08-03,NULL,0
235,373,10,2024-08-30,2025-10-17,0
236,319,10,2024-08-06,2025-11-12,0
237,232,10,2024-08-27,2025-09-29,0
238,116,10,2024-08-26,NULL,0
239,223,10,2024-08-26,NULL,0
240,229,10,2024-08-06,2025-06-17,0
241,117,10,2024-08-18,2025-11-28,0
242,265,10,2024-08-18,2025-11-14,0
243,30,10,2024-08-27,NULL,0
244,158,10,2024-08-23,2025-06-24,0
245,261,10,2024-08-29,2025-09-16,0
246,276,10,2024-08-14,2025-08-16,0
247,139,10,2024-08-15,2025-06-10,0
248,486,10,2024-08-06,2025-11-04,0
249,161,10,2024-08-15,2025-07-05,0
250,330,10,2024-08-18,2025-10-30,0
251,41,10,2024-08-13,2025-07-02,0
252,94,10,2024-08-02,2025-07-02,0
253,435,10,2024-08-06,2025-10-22,0
254,402,10,2024-08-03,2025-09-20,0
255,213,11,2022-08-26,NULL,0
256,368,11,2022-08-13,2023-06-14,0
257,274,11,2022-08-15,2023-06-07,0
258,322,11,2022-09-02,NULL,0
259,343,11,2022-08-14,2023-04-14,0
260,265,11,2022-08-14,2023-06-04,0
261,20,11,2022-08-18,2023-06-10,0
262,94,11,2022-09-02,2023-08-21,0
263,153,11,2022-08-21,2023-07-11,0
264,224,11,2022-09-04,NULL,0
265,78,11,2022-08-28,2023-07-30,0
266,348,11,2022-08-14,2023-04-03,0
267,382,11,2022-08-25,2023-04-05,0
268,390,11,2022-09-01,2023-07-01,0
269,223,11,2022-09-06,2023-08-01,0
270,219,11,2022-08-13,2023-05-03,0
271,500,11,2022-09-04,NULL,0
272,495,11,2022-09-04,NULL,0
273,181,11,2022-09-03,2023-04-01,0
274,388,11,2022-08-12,2023-05-09,0
275,132,11,2022-09-02,2023-07-16,0
276,26,11,2022-08-25,2023-04-20,0
277,419,11,2022-08-20,2023-06-23,0
278,316,12,2023-09-08,2024-04-22,0
279,239,12,2023-08-29,2024-07-01,0
280,95,12,2023-09-14,2024-02-11,0
281,466,12,2023-08-25,2024-01-11,0
282,253,12,2023-09-07,2024-03-27,0
283,312,12,2023-08-23,NULL,0
284,294,12,2023-08-25,2024-04-14,0
285,188,12,2023-08-18,2024-03-13,0
286,185,12,2023-09-08,2024-06-30,0
287,88,12,2023-08-29,NULL,0
288,446,12,2023-09-02,2024-01-10,0
289,478,12,2023-08-29,NULL,0
290,139,12,2023-08-19,NULL,0
291,399,12,2023-08-28,2024-06-12,0
292,443,12,2023-09-05,2024-02-05,0
293,364,12,2023-08-30,2024-03-19,0
294,49,12,2023-08-25,2024-03-19,0
295,153,12,2023-09-06,2024-06-23,0
296,15,12,2023-09-05,2024-05-20,0
297,207,12,2023-08-21,2024-01-23,0
298,27,12,2023-08-20,NULL,0
299,457,12,2023-08-20,2024-06-26,0
300,304,12,2023-09-04,2024-01-15,0
301,417,12,2023-08-25,2024-03-24,0
302,114,12,2023-09-06,NULL,0
303,458,12,2023-09-02,2024-01-18,0
304,118,12,2023-08-27,2024-06-03,0
305,343,12,2023-08-19,2024-03-05,0
306,120,12,2023-08-24,2024-05-09,0
307,358,12,2023-08-16,NULL,0
308,286,13,2023-08-31,2024-05-20,0
309,171,13,2023-08-25,2024-05-26,0
310,483,13,2023-08-27,2024-05-17,0
311,97,13,2023-08-24,NULL,0
312,481,13,2023-08-23,2024-08-12,0
313,371,13,2023-08-20,2024-08-08,0
314,499,13,2023-09-05,2024-04-21,0
315,315,13,2023-08-22,2024-08-24,0
316,102,13,2023-08-26,2024-06-16,0
317,168,13,2023-09-06,NULL,0
318,55,13,2023-09-03,2024-04-23,0
319,267,13,2023-08-28,2024-07-26,0
320,73,13,2023-08-10,NULL,0
321,421,13,2023-08-24,2024-04-18,0
322,149,13,2023-08-14,2024-05-27,0
323,411,13,2023-08-18,NULL,0
324,462,13,2023-08-28,2024-03-04,0
325,317,13,2023-08-24,2024-04-15,0
326,432,13,2023-08-20,2024-07-06,0
327,103,13,2023-08-13,2024-03-25,0
328,385,13,2023-09-03,2024-08-12,0
329,193,13,2023-08-25,2024-07-03,0
330,370,13,2023-08-26,2024-07-17,0
331,51,13,2023-09-01,2024-03-06,0
332,126,13,2023-08-10,2024-07-16,0
333,203,13,2023-09-01,2024-03-04,0
334,147,14,2024-08-17,2025-04-22,0
335,430,14,2024-09-04,NULL,0
336,221,14,2024-08-30,2025-05-06,0
337,202,14,2024-09-09,NULL,0
338,85,14,2024-08-16,NULL,0
339,69,14,2024-09-14,2025-04-21,0
340,247,14,2024-09-08,2025-08-16,0
341,320,14,2024-08-29,2025-06-20,0
342,368,14,2024-08-23,2025-03-28,0
343,199,14,2024-09-02,NULL,0
344,111,14,2024-09-06,2025-08-25,0
345,45,14,2024-09-13,2025-03-31,0
346,33,14,2024-08-24,2025-03-24,0
347,194,14,2024-09-13,2025-07-03,0
348,190,14,2024-08-31,2025-08-06,0
349,293,14,2024-09-06,2025-04-27,0
350,451,14,2024-09-08,2025-08-27,0
351,331,14,2024-09-14,2025-09-04,0
352,374,14,2024-09-11,2025-05-27,0
353,333,14,2024-08-26,2025-04-23,0
354,216,14,2024-09-01,NULL,0
355,280,14,2024-09-11,2025-08-24,0
356,162,15,2019-09-01,2020-04-24,0
357,65,15,2019-08-11,NULL,0
358,447,15,2019-08-23,2020-03-05,0
359,60,15,2019-08-12,2020-03-30,0
360,286,15,2019-08-07,2020-07-06,0
361,114,15,2019-08-29,NULL,0
362,346,15,2019-08-09,2020-03-27,0
363,115,15,2019-08-05,2020-04-30,0
364,443,15,2019-08-19,NULL,0
365,151,15,2019-08-24,2020-03-14,0
366,473,15,2019-08-30,NULL,0
367,300,15,2019-08-06,2020-05-15,0
368,116,15,2019-08-22,NULL,0
369,206,15,2019-08-23,2020-03-31,0
370,400,15,2019-08-30,NULL,0
371,236,15,2019-08-05,2020-04-06,0
372,170,15,2019-08-12,2020-05-25,0
373,92,15,2019-08-22,NULL,0
374,450,16,2020-09-07,2021-12-23,0
375,376,16,2020-08-20,2021-08-07,0
376,48,16,2020-09-09,2021-11-26,0
377,191,16,2020-08-28,NULL,0
378,418,16,2020-08-22,2021-12-01,0
379,176,16,2020-08-31,2021-12-01,0
380,94,16,2020-09-12,NULL,0
381,59,16,2020-08-15,NULL,0
382,206,16,2020-08-15,2021-10-30,0
383,205,16,2020-09-09,NULL,0
384,493,16,2020-08-29,2021-09-02,0
385,234,16,2020-08-23,2021-12-18,0
386,140,16,2020-08-27,2021-11-22,0
387,428,16,2020-08-20,2021-12-16,0
388,198,16,2020-08-16,2021-11-08,0
389,354,16,2020-08-21,2021-07-22,0
390,436,16,2020-08-30,2021-08-30,0
391,245,16,2020-08-28,2021-12-18,0
392,410,16,2020-08-23,2021-11-17,0
393,216,16,2020-08-15,NULL,0
394,333,16,2020-09-11,2021-08-07,0
395,454,16,2020-08-27,NULL,0
396,409,16,2020-08-16,2021-08-09,0
397,432,17,2021-08-19,NULL,0
398,281,17,2021-08-19,2022-09-13,0
399,186,17,2021-08-19,2022-09-13,0
400,139,17,2021-08-10,2022-06-04,0
401,191,17,2021-08-21,2022-09-28,0
402,159,17,2021-08-16,2022-06-01,0
403,31,17,2021-08-08,2022-10-14,0
404,289,17,2021-08-13,2022-09-16,0
405,129,17,2021-08-16,2022-10-27,0
406,313,17,2021-08-19,NULL,0
407,367,17,2021-08-22,NULL,0
408,216,17,2021-08-07,2022-09-02,0
409,231,17,2021-08-23,2022-10-14,0
410,471,17,2021-08-14,2022-10-24,0
411,136,17,2021-08-22,2022-06-07,0
412,46,17,2021-08-30,2022-07-04,0
413,264,17,2021-09-02,2022-10-18,0
414,365,18,2024-09-11,2025-05-23,0
415,352,18,2024-08-16,2025-10-31,0
416,256,18,2024-08-27,2025-09-04,0
417,462,18,2024-08-31,2025-09-18,0
418,76,18,2024-09-10,NULL,0
419,35,18,2024-09-14,2025-05-24,0
420,118,18,2024-08-28,NULL,0
421,336,18,2024-08-19,2025-09-19,0
422,98,18,2024-08-21,NULL,0
423,473,18,2024-09-09,2025-06-25,0
424,489,18,2024-08-22,NULL,0
425,476,18,2024-09-11,2025-10-12,0
426,281,18,2024-08-26,NULL,0
427,173,18,2024-08-29,NULL,0
428,404,18,2024-09-01,NULL,0
429,136,18,2024-08-16,2025-07-14,0
430,132,18,2024-09-06,2025-08-07,0
431,83,18,2024-09-05,2025-06-15,0
432,269,18,2024-09-10,2025-11-07,0
433,148,18,2024-08-17,2025-07-27,0
434,311,18,2024-08-19,2025-07-31,0
435,133,18,2024-08-23,2025-09-30,0
436,471,18,2024-08-25,2025-07-04,0
437,234,18,2024-08-26,2025-11-03,0
438,495,19,2020-08-15,NULL,0
439,359,19,2020-08-18,2021-07-22,0
440,70,19,2020-09-12,2021-07-08,0
441,379,19,2020-08-22,2021-09-01,0
442,346,19,2020-08-19,2021-09-06,0
443,95,19,2020-08-22,2021-07-10,0
444,270,19,2020-08-21,2021-08-16,0
445,290,19,2020-08-19,2021-09-24,0
446,370,19,2020-08-17,2021-11-29,0
447,340,19,2020-08-16,2021-11-15,0
448,170,19,2020-08-16,2021-12-07,0
449,62,19,2020-08-26,2021-11-02,0
450,405,19,2020-08-18,2021-12-20,0
451,186,19,2020-09-03,2021-07-07,0
452,300,19,2020-08-14,2021-10-09,0
453,258,19,2020-08-18,NULL,0
454,311,19,2020-09-02,NULL,0
455,305,19,2020-09-11,2021-08-28,0
456,356,19,2020-09-06,2021-10-16,0
457,224,19,2020-08-17,2021-12-04,0
458,360,19,2020-08-21,2021-09-27,0
459,398,19,2020-08-19,2021-11-26,0
460,480,19,2020-09-06,2021-08-13,0
461,452,19,2020-09-03,2021-12-16,0
462,286,19,2020-09-10,2021-08-08,0
463,151,19,2020-08-20,2021-09-29,0
464,310,20,2024-08-17,2025-06-14,0
465,206,20,2024-08-17,NULL,0
466,393,20,2024-08-27,2025-05-31,0
467,195,20,2024-08-19,2025-03-27,0
468,95,20,2024-08-20,2025-02-21,0
469,121,20,2024-08-20,2025-05-14,0
470,410,20,2024-08-31,2025-05-22,0
471,188,20,2024-08-24,2025-03-02,0
472,4,20,2024-08-08,2025-03-30,0
473,243,20,2024-08-26,2025-03-01,0
474,338,20,2024-08-12,2025-05-06,0
475,497,20,2024-08-19,NULL,0
476,115,20,2024-08-16,2025-06-25,0
477,28,20,2024-08-25,2025-06-18,0
478,113,20,2024-08-17,NULL,0
479,239,20,2024-08-29,NULL,0
480,232,21,2019-08-31,NULL,0
481,472,21,2019-08-12,2020-05-27,0
482,68,21,2019-08-16,2020-11-13,0
483,234,21,2019-08-16,2020-11-17,0
484,156,21,2019-08-23,NULL,0
485,323,21,2019-08-30,2020-11-21,0
486,429,21,2019-08-08,NULL,0
487,173,21,2019-08-12,2020-06-13,0
488,13,21,2019-08-13,2020-06-01,0
489,311,21,2019-08-22,2020-06-04,0
490,486,21,2019-09-03,2020-07-10,0
491,458,21,2019-08-11,2020-06-13,0
492,227,21,2019-08-18,NULL,0
493,310,21,2019-08-07,2020-09-02,0
494,477,21,2019-08-22,2020-09-13,0
495,307,21,2019-08-26,2020-11-14,0
496,270,21,2019-09-02,2020-11-06,0
497,294,21,2019-08-13,2020-10-22,0
498,24,21,2019-09-04,2020-06-13,0
499,182,21,2019-08-25,NULL,0
500,386,21,2019-09-02,2020-11-17,0
501,117,21,2019-08-27,2020-08-06,0
502,195,21,2019-08-12,NULL,0
503,44,21,2019-08-24,2020-11-11,0
504,54,21,2019-09-05,2020-10-09,0
505,76,22,2022-08-24,2023-07-20,0
506,442,22,2022-09-10,2023-05-29,0
507,229,22,2022-09-06,2023-08-14,0
508,470,22,2022-08-16,2023-04-12,0
509,471,22,2022-09-07,2023-05-05,0
510,323,22,2022-09-06,2023-08-20,0
511,169,22,2022-08-18,2023-03-15,0
512,375,22,2022-08-16,2023-07-20,0
513,81,22,2022-08-29,2023-03-20,0
514,170,22,2022-09-03,2023-05-05,0
515,401,22,2022-09-09,2023-07-28,0
516,433,22,2022-08-28,NULL,0
517,384,22,2022-09-01,2023-08-16,0
518,216,22,2022-09-05,2023-08-07,0
519,6,22,2022-09-10,NULL,0
520,328,22,2022-09-02,2023-05-25,0
521,329,22,2022-08-24,2023-08-26,0
522,80,22,2022-08-25,2023-07-25,0
523,70,22,2022-09-01,NULL,0
524,23,22,2022-08-30,2023-05-21,0
525,3,22,2022-09-05,2023-08-13,0
526,339,22,2022-08-30,2023-06-02,0
527,424,23,2022-09-01,2023-07-23,0
528,456,23,2022-09-05,2023-02-17,0
529,199,23,2022-08-11,2023-02-20,0
530,296,23,2022-08-12,2023-05-27,0
531,286,23,2022-08-14,2023-02-22,0
532,278,23,2022-08-21,2023-07-01,0
533,218,23,2022-08-23,2023-03-23,0
534,483,23,2022-08-27,2023-07-13,0
535,184,23,2022-08-15,NULL,0
536,300,23,2022-09-03,2023-06-23,0
537,344,23,2022-09-05,2023-06-21,0
538,65,23,2022-09-07,2023-07-20,0
539,108,23,2022-08-17,2023-06-24,0
540,404,23,2022-09-03,2023-03-30,0
541,377,23,2022-08-20,NULL,0
542,49,23,2022-08-17,NULL,0
543,168,23,2022-09-03,2023-06-16,0
544,86,23,2022-08-27,2023-06-17,0
545,335,23,2022-08-31,2023-05-18,0
546,27,24,2022-08-28,2023-09-24,0
547,438,24,2022-08-22,2023-07-09,0
548,131,24,2022-08-17,2023-08-16,0
549,338,24,2022-08-17,2023-09-16,0
550,232,24,2022-08-18,2023-11-21,0
551,247,24,2022-09-02,2023-07-25,0
552,303,24,2022-08-19,2023-07-09,0
553,292,24,2022-08-17,2023-08-13,0
554,30,24,2022-08-29,2023-09-20,0
555,25,24,2022-08-14,2023-07-20,0
556,427,24,2022-08-12,2023-09-12,0
557,205,24,2022-08-10,2023-12-09,0
558,63,24,2022-08-18,2023-11-18,0
559,459,24,2022-08-28,2023-10-03,0
560,340,24,2022-09-02,2023-07-22,0
561,416,24,2022-08-15,2023-07-24,0
562,172,24,2022-08-13,2023-11-13,0
563,485,24,2022-08-29,2023-08-25,0
564,163,24,2022-08-04,2023-10-01,0
565,378,24,2022-08-14,NULL,0
566,356,24,2022-08-13,2023-12-06,0
567,370,24,2022-08-07,2023-07-11,0
568,287,25,2019-08-14,2020-10-09,0
569,381,25,2019-09-10,2020-08-17,0
570,303,25,2019-09-08,2020-07-01,0
571,309,25,2019-08-27,NULL,0
572,105,25,2019-08-27,2020-06-18,0
573,140,25,2019-08-24,2020-09-09,0
574,265,25,2019-08-15,2020-05-20,0
575,376,25,2019-08-15,2020-09-16,0
576,90,25,2019-08-19,2020-09-11,0
577,497,25,2019-08-22,2020-10-12,0
578,367,25,2019-08-26,NULL,0
579,482,25,2019-08-15,NULL,0
580,118,25,2019-08-22,2020-09-21,0
581,392,25,2019-08-30,2020-05-22,0
582,412,25,2019-08-21,2020-07-08,0
583,327,25,2019-08-18,2020-08-16,0
584,169,25,2019-09-01,2020-11-05,0
585,103,25,2019-08-25,2020-06-14,0
586,455,25,2019-09-04,2020-07-09,0
587,431,25,2019-08-14,NULL,0
588,219,25,2019-09-03,2020-09-27,0
589,201,26,2024-08-20,2025-04-25,0
590,149,26,2024-08-15,2025-05-13,0
591,5,26,2024-08-27,2025-06-01,0
592,6,26,2024-08-17,2025-03-29,0
593,423,26,2024-08-14,2025-04-21,0
594,388,26,2024-08-09,2025-06-27,0
595,90,26,2024-08-29,2025-05-04,0
596,387,26,2024-08-07,2025-02-20,0
597,291,26,2024-08-29,2025-04-22,0
598,480,26,2024-08-07,2025-05-30,0
599,160,26,2024-08-13,2025-01-23,0
600,246,26,2024-08-27,2025-06-21,0
601,313,26,2024-09-01,NULL,0
602,282,26,2024-08-06,2025-06-12,0
603,80,26,2024-08-19,2025-03-18,0
604,125,26,2024-08-25,2025-06-14,0
605,324,26,2024-08-31,2025-04-22,0
606,478,26,2024-08-13,2025-03-24,0
607,428,26,2024-08-10,NULL,0
608,198,26,2024-08-31,NULL,0
609,205,26,2024-08-06,2025-05-16,0
610,397,26,2024-08-18,2025-06-27,0
611,322,26,2024-08-03,NULL,0
612,416,26,2024-08-23,2025-06-12,0
613,284,26,2024-08-16,2025-03-10,0
614,447,26,2024-08-13,2025-01-19,0
615,214,26,2024-08-21,2025-01-10,0
616,498,26,2024-08-27,2025-03-21,0
617,296,27,2024-09-09,2025-10-12,0
618,326,27,2024-09-03,2025-07-05,0
619,337,27,2024-08-18,2025-08-10,0
620,463,27,2024-08-15,2025-10-31,0
621,165,27,2024-09-04,2025-09-10,0
622,412,27,2024-08-25,2025-08-07,0
623,14,27,2024-08-19,2025-10-01,0
624,56,27,2024-08-22,2025-11-03,0
625,71,27,2024-08-16,2025-07-05,0
626,439,27,2024-09-04,2025-11-15,0
627,240,27,2024-08-18,NULL,0
628,444,27,2024-08-22,2025-08-25,0
629,460,27,2024-08-30,NULL,0
630,292,27,2024-08-27,2025-12-02,0
631,290,27,2024-08-17,2025-08-18,0
632,231,27,2024-09-10,2025-09-01,0
633,184,27,2024-09-10,2025-07-21,0
634,482,27,2024-08-28,2025-07-31,0
635,162,27,2024-08-15,2025-07-22,0
636,366,27,2024-08-20,2025-07-24,0
637,335,27,2024-08-28,2025-08-05,0
638,455,27,2024-08-20,2025-08-12,0
639,7,27,2024-09-06,2025-08-08,0
640,218,27,2024-08-17,2025-07-15,0
641,145,27,2024-08-19,2025-06-26,0
642,339,27,2024-08-22,NULL,0
643,405,27,2024-08-28,2025-10-22,0
644,288,28,2021-08-28,2022-04-20,0
645,223,28,2021-08-17,NULL,0
646,370,28,2021-08-31,2022-04-12,0
647,190,28,2021-08-05,2022-02-15,0
648,295,28,2021-08-18,NULL,0
649,344,28,2021-08-10,2022-03-23,0
650,164,28,2021-08-10,2022-06-23,0
651,294,28,2021-08-26,2022-01-27,0
