ModuleID,TeacherID,FormativeUnitID,ModuleStateID,CourseID,ModuleName,StartDate,EndDate,IsDeleted
47,3,7,2,12,Web Developer AI,2023-11-10,2023-12-31,0
48,1,6,2,12,Web Developer AI,2023-11-07,2024-04-09,0
49,5,1,1,12,Web Developer AI,2023-10-05,NULL,0
50,5,2,2,12,Web Developer AI,2023-10-14,2024-02-16,0
51,3,7,2,13,Web Developer AI,2023-11-04,2024-03-25,0
52,1,3,2,13,Web Developer AI,2023-09-26,2024-02-14,0
53,4,9,1,13,Web Developer AI,2023-10-24,NULL,0
54,3,5,2,13,Web Developer AI,2023-09-23,2023-11-02,0
55,1,2,2,13,Web Developer AI,2023-10-29,2024-02-20,0
56,8,11,2,14,Web Developer AI,2024-10-01,2025-03-20,0
57,6,4,1,14,Web Developer AI,2024-12-12,NULL,0
58,3,8,2,14,Web Developer AI,2024-11-06,2025-03-15,0
59,1,5,1,14,Web Developer AI,2024-09-30,NULL,0
60,7,3,2,15,Web Developer AI,2019-11-30,2020-03-26,0
61,7,6,1,15,Web Developer AI,2019-11-19,NULL,0
62,2,9,2,15,Web Developer AI,2019-11-04,2020-04-06,0
63,3,1,2,15,Web Developer AI,2019-10-28,2020-01-05,0
64,4,5,1,16,Web Developer AI,2020-12-08,NULL,0
65,2,2,1,16,Web Developer AI,2020-11-13,NULL,0
66,3,12,1,16,Web Developer AI,2020-12-12,NULL,0
67,3,4,1,16,Web Developer AI,2020-10-08,NULL,0
68,3,2,1,17,Web Developer AI,2021-10-09,NULL,0
69,2,3,2,17,Web Developer AI,2021-10-28,2022-01-17,0
70,5,7,2,17,Web Developer AI,2021-09-10,2022-02-21,0
71,4,1,2,17,Web Developer AI,2021-12-02,2022-03-01,0
72,5,7,2,18,Web Developer AI,2024-12-07,2025-02-03,0
73,7,8,2,18,Web Developer AI,2024-11-01,2025-02-28,0
74,3,1,2,18,Web Developer AI,2024-10-17,2024-11-28,0
75,4,9,2,18,Web Developer AI,2024-09-21,2025-01-11,0
76,7,12,2,18,Web Developer AI,2024-10-22,2024-12-16,0
77,3,5,2,19,Web Developer AI,2020-10-22,2020-11-24,0
78,6,8,2,19,Web Developer AI,2020-10-26,2021-02-25,0
79,7,6,2,19,Web Developer AI,2020-10-14,2021-01-05,0
80,3,10,1,19,Web Developer AI,2020-09-25,NULL,0
81,2,1,1,20,Web Developer AI,2024-10-01,NULL,0
82,6,10,1,20,Web Developer AI,2024-09-16,NULL,0
83,4,4,1,20,Web Developer AI,2024-10-15,NULL,0
84,6,1,1,21,Web Developer AI,2019-11-16,NULL,0
85,7,3,2,21,Web Developer AI,2019-10-23,2019-12-22,0
86,1,4,2,21,Web Developer AI,2019-09-15,2020-02-26,0
87,5,7,2,21,Web Developer AI,2019-09-28,2019-11-30,0
88,2,10,2,22,Web Developer AI,2022-11-03,2023-04-18,0
89,7,1,2,22,Web Developer AI,2022-10-05,2023-03-14,0
90,7,4,1,22,Web Developer AI,2022-11-24,NULL,0
91,8,4,2,23,Web Developer AI,2022-11-23,2023-05-03,0
92,5,3,1,23,Web Developer AI,2022-11-12,NULL,0
93,5,1,1,23,Web Developer AI,2022-10-17,NULL,0
94,4,11,2,23,Web Developer AI,2022-10-13,2022-12-25,0
95,1,12,2,23,Web Developer AI,2022-09-14,2022-12-27,0
96,4,5,1,24,Web Developer AI,2022-11-25,NULL,0
97,6,3,2,24,Web Developer AI,2022-11-11,2023-03-09,0
98,5,12,2,24,Web Developer AI,2022-10-15,2023-04-03,0
99,6,1,2,24,Web Developer AI,2022-09-21,2023-01-04,0
100,5,11,1,25,Web Developer AI,2019-10-12,NULL,0
101,2,1,2,25,Web Developer AI,2019-10-06,2019-11-09,0
102,4,6,2,25,Web Developer AI,2019-12-11,2020-03-15,0
103,6,4,2,26,Web Developer AI,2024-10-30,2025-03-20,0
104,2,6,1,26,Web Developer AI,2024-09-21,NULL,0
105,3,5,2,26,Web Developer AI,2024-11-05,2025-01-21,0
106,5,12,2,26,Web Developer AI,2024-09-27,2024-12-12,0
107,7,7,2,26,Web Developer AI,2024-09-05,2024-11-19,0
108,3,2,2,26,Web Developer AI,2024-11-29,2025-01-15,0
109,2,7,1,27,Web Developer AI,2024-12-05,NULL,0
110,2,4,2,27,Web Developer AI,2024-11-20,2024-12-23,0
111,1,8,2,27,Web Developer AI,2024-11-01,2024-12-29,0
112,9,3,2,28,Industry 4.0,2021-10-07,2021-11-09,0
113,10,4,2,28,Industry 4.0,2021-09-16,2022-01-10,0
114,16,2,2,28,Industry 4.0,2021-09-28,2022-03-21,0
115,10,5,2,29,Industry 4.0,2021-10-15,2022-01-21,0
116,10,6,1,29,Industry 4.0,2021-09-16,NULL,0
117,15,8,2,29,Industry 4.0,2021-11-22,2022-05-01,0
118,9,3,2,29,Industry 4.0,2021-10-02,2021-12-28,0
119,10,7,2,30,Industry 4.0,2020-11-30,2021-04-07,0
120,12,12,2,30,Industry 4.0,2020-11-09,2021-01-06,0
121,13,3,1,30,Industry 4.0,2020-09-21,NULL,0
122,10,6,2,30,Industry 4.0,2020-10-23,2021-02-15,0
123,15,2,2,31,Industry 4.0,2022-10-27,2023-01-11,0
124,13,1,1,31,Industry 4.0,2022-09-22,NULL,0
125,14,10,1,31,Industry 4.0,2022-11-21,NULL,0
126,14,3,2,31,Industry 4.0,2022-09-16,2023-02-20,0
127,10,9,1,31,Industry 4.0,2022-10-06,NULL,0
128,16,3,2,32,Industry 4.0,2019-10-21,2020-03-13,0
129,13,11,2,32,Industry 4.0,2019-09-19,2020-02-05,0
130,11,12,2,32,Industry 4.0,2019-09-29,2019-11-30,0
131,11,6,2,33,Industry 4.0,2019-10-28,2020-02-20,0
132,15,12,1,33,Industry 4.0,2019-11-28,NULL,0
133,16,8,2,33,Industry 4.0,2019-10-29,2020-04-13,0
134,15,7,2,33,Industry 4.0,2019-11-13,2020-02-09,0
135,12,10,2,33,Industry 4.0,2019-09-16,2020-01-31,0
136,9,11,2,33,Industry 4.0,2019-12-04,2020-04-04,0
137,9,1,1,34,Industry 4.0,2024-10-03,NULL,0
138,13,6,2,34,Industry 4.0,2024-10-30,2025-01-03,0
139,15,9,2,34,Industry 4.0,2024-11-13,2025-05-03,0
140,9,8,2,34,Industry 4.0,2024-10-17,2025-01-12,0
141,14,2,1,35,Industry 4.0,2020-12-10,NULL,0
142,10,3,1,35,Industry 4.0,2020-09-18,NULL,0
143,11,7,1,35,Industry 4.0,2020-11-12,NULL,0
144,10,1,2,35,Industry 4.0,2020-09-15,2020-11-20,0
145,16,2,1,36,Industry 4.0,2021-09-25,NULL,0
146,13,1,1,36,Industry 4.0,2021-09-23,NULL,0
147,16,10,2,36,Industry 4.0,2021-11-05,2022-03-01,0
148,10,7,2,36,Industry 4.0,2021-11-27,2022-03-10,0
149,15,1,2,37,Industry 4.0,2022-11-09,2023-03-20,0
150,16,11,1,37,Industry 4.0,2022-12-02,NULL,0
151,13,12,1,37,Industry 4.0,2022-11-15,NULL,0
152,15,3,2,37,Industry 4.0,2022-11-18,2023-02-14,0
153,15,5,1,38,Industry 4.0,2021-09-22,NULL,0
154,11,2,2,38,Industry 4.0,2021-11-24,2022-04-03,0
155,16,9,2,38,Industry 4.0,2021-11-16,2022-01-04,0
156,15,7,2,38,Industry 4.0,2021-11-06,2022-03-19,0
157,14,1,2,39,Industry 4.0,2023-10-15,2023-12-03,0
158,14,6,1,39,Industry 4.0,2023-11-27,NULL,0
159,10,7,2,39,Industry 4.0,2023-09-14,2023-11-24,0
160,13,4,2,39,Industry 4.0,2023-09-19,2023-10-21,0
161,9,9,2,40,Industry 4.0,2021-10-06,2022-03-30,0
162,16,4,1,40,Industry 4.0,2021-11-13,NULL,0
163,13,1,2,40,Industry 4.0,2021-09-07,2021-10-30,0
164,13,11,1,40,Industry 4.0,2021-09-03,NULL,0
165,15,9,2,41,Industry 4.0,2022-12-12,2023-04-05,0
166,9,4,2,41,Industry 4.0,2022-11-17,2023-01-24,0
167,16,6,1,41,Industry 4.0,2022-11-28,NULL,0
168,9,7,1,41,Industry 4.0,2022-11-28,NULL,0
169,10,10,2,41,Industry 4.0,2022-10-21,2023-03-18,0
170,12,2,2,41,Industry 4.0,2022-12-03,2023-03-02,0
171,16,12,2,42,Industry 4.0,2024-11-27,2025-03-24,0
172,15,3,2,42,Industry 4.0,2024-09-27,2025-01-27,0
173,15,9,1,42,Industry 4.0,2024-09-16,NULL,0
174,11,10,2,42,Industry 4.0,2024-10-11,2024-11-29,0
175,13,2,2,43,Industry 4.0,2024-09-17,2024-11-29,0
176,14,1,2,43,Industry 4.0,2024-09-25,2025-03-21,0
177,16,3,2,43,Industry 4.0,2024-10-20,2025-01-03,0
178,13,5,1,43,Industry 4.0,2024-10-08,NULL,0
179,10,12,2,43,Industry 4.0,2024-10-31,2025-01-04,0
180,13,4,2,43,Industry 4.0,2024-11-16,2025-03-19,0
181,14,7,1,44,Industry 4.0,2021-11-24,NULL,0
182,16,10,2,44,Industry 4.0,2021-09-16,2022-02-22,0
183,9,3,1,44,Industry 4.0,2021-10-09,NULL,0
184,9,8,1,44,Industry 4.0,2021-11-24,NULL,0
185,9,6,2,44,Industry 4.0,2021-10-07,2022-03-29,0
186,13,5,1,44,Industry 4.0,2021-09-25,NULL,0
187,16,3,2,45,Industry 4.0,2023-11-12,2024-03-10,0
188,10,10,2,45,Industry 4.0,2023-11-12,2024-04-09,0
189,15,7,2,45,Industry 4.0,2023-09-24,2023-11-20,0
190,10,2,2,45,Industry 4.0,2023-11-08,2024-03-01,0
191,12,4,2,45,Industry 4.0,2023-10-24,2024-03-26,0
192,10,8,1,45,Industry 4.0,2023-12-12,NULL,0
193,9,8,2,46,Industry 4.0,2022-09-25,2023-01-14,0
194,9,1,1,46,Industry 4.0,2022-11-22,NULL,0
195,16,9,1,46,Industry 4.0,2022-10-23,NULL,0
196,15,3,2,46,Industry 4.0,2022-10-04,2022-11-08,0
197,10,12,2,46,Industry 4.0,2022-10-11,2022-12-25,0
198,16,2,1,47,Industry 4.0,2023-10-12,NULL,0
199,11,5,2,47,Industry 4.0,2023-10-27,2024-01-31,0
200,14,7,2,47,Industry 4.0,2023-09-10,2024-01-27,0
201,15,12,2,47,Industry 4.0,2023-10-12,2024-02-08,0
202,12,8,2,48,Industry 4.0,2024-11-21,2024-12-23,0
203,11,9,1,48,Industry 4.0,2024-09-18,NULL,0
204,9,3,2,48,Industry 4.0,2024-10-20,2025-02-08,0
205,11,7,1,48,Industry 4.0,2024-09-28,NULL,0
206,10,6,1,48,Industry 4.0,2024-11-11,NULL,0
207,9,12,2,48,Industry 4.0,2024-12-04,2025-05-16,0
208,19,3,2,49,Web e Cybersecurity,2022-10-06,2023-03-24,0
209,20,11,2,49,Web e Cybersecurity,2022-11-27,2023-03-26,0
210,17,8,1,49,Web e Cybersecurity,2022-10-06,NULL,0
211,17,2,1,49,Web e Cybersecurity,2022-10-29,NULL,0
212,18,1,1,49,Web e Cybersecurity,2022-10-20,NULL,0
213,23,9,2,49,Web e Cybersecurity,2022-12-10,2023-05-05,0
214,19,6,2,50,Web e Cybersecurity,2020-09-28,2021-01-31,0
215,23,12,2,50,Web e Cybersecurity,2020-11-15,2021-05-02,0
216,21,9,2,50,Web e Cybersecurity,2020-10-24,2021-03-14,0
217,18,7,2,50,Web e Cybersecurity,2020-12-04,2021-01-28,0
218,23,11,2,50,Web e Cybersecurity,2020-09-19,2020-10-23,0
219,18,1,2,50,Web e Cybersecurity,2020-09-19,2021-03-07,0
220,23,9,1,51,Web e Cybersecurity,2022-10-01,NULL,0
221,18,10,2,51,Web e Cybersecurity,2022-09-17,2023-02-14,0
222,24,1,1,51,Web e Cybersecurity,2022-10-17,NULL,0
223,23,5,1,51,Web e Cybersecurity,2022-10-25,NULL,0
224,20,7,1,51,Web e Cybersecurity,2022-09-03,NULL,0
225,21,2,2,51,Web e Cybersecurity,2022-11-06,2023-02-11,0
226,22,11,2,52,Web e Cybersecurity,2022-09-13,2023-01-16,0
227,23,4,2,52,Web e Cybersecurity,2022-10-22,2023-04-16,0
228,20,1,2,52,Web e Cybersecurity,2022-10-10,2023-02-17,0
229,23,7,2,52,Web e Cybersecurity,2022-11-27,2023-01-09,0
230,23,10,1,52,Web e Cybersecurity,2022-09-26,NULL,0
231,19,8,2,52,Web e Cybersecurity,2022-10-02,2023-01-21,0
232,21,4,1,53,Web e Cybersecurity,2023-11-14,NULL,0
233,20,2,2,53,Web e Cybersecurity,2023-11-11,2024-03-02,0
234,17,3,2,53,Web e Cybersecurity,2023-09-13,2024-02-01,0
235,19,9,1,53,Web e Cybersecurity,2023-11-21,NULL,0
236,18,11,2,53,Web e Cybersecurity,2023-09-05,2024-02-21,0
237,24,6,2,53,Web e Cybersecurity,2023-11-14,2024-01-16,0
238,31,3,1,54,Digital Media Design,2019-11-21,NULL,0
239,26,4,2,54,Digital Media Design,2019-10-17,2020-01-25,0
240,26,11,2,54,Digital Media Design,2019-10-02,2020-03-28,0
241,26,5,2,54,Digital Media Design,2019-09-28,2019-11-28,0
242,26,10,2,54,Digital Media Design,2019-10-02,2019-12-17,0
243,31,8,2,55,Digital Media Design,2020-11-01,2020-12-06,0
244,28,6,2,55,Digital Media Design,2020-09-21,2020-11-09,0
245,32,4,2,55,Digital Media Design,2020-12-08,2021-03-28,0
246,26,3,2,56,Digital Media Design,2024-12-05,2025-01-12,0
247,32,5,1,56,Digital Media Design,2024-10-25,NULL,0
248,27,1,2,56,Digital Media Design,2024-11-29,2024-12-30,0
249,26,12,1,56,Digital Media Design,2024-11-17,NULL,0
250,28,10,2,57,Digital Media Design,2019-11-07,2020-01-15,0
251,25,1,2,57,Digital Media Design,2019-10-18,2020-01-11,0
252,27,9,2,57,Digital Media Design,2019-10-13,2019-12-03,0
253,26,11,2,57,Digital Media Design,2019-10-06,2019-12-26,0
254,28,12,2,58,Digital Media Design,2024-11-04,2025-03-16,0
255,31,9,2,58,Digital Media Design,2024-10-12,2025-01-21,0
256,29,5,2,58,Digital Media Design,2024-09-23,2025-03-22,0
257,32,8,1,58,Digital Media Design,2024-10-01,NULL,0
258,31,11,1,58,Digital Media Design,2024-11-04,NULL,0
259,26,6,2,59,Digital Media Design,2020-10-04,2021-02-06,0
260,29,10,2,59,Digital Media Design,2020-11-05,2020-12-13,0
261,30,2,2,59,Digital Media Design,2020-11-23,2021-05-07,0
262,30,7,2,59,Digital Media Design,2020-10-29,2021-01-13,0
263,30,9,1,59,Digital Media Design,2020-11-02,NULL,0
264,34,2,1,60,Web and Mobile Development,2020-09-25,NULL,0
265,38,4,2,60,Web and Mobile Development,2020-09-08,2020-10-10,0
266,36,6,2,60,Web and Mobile Development,2020-10-04,2021-01-24,0
267,36,10,2,60,Web and Mobile Development,2020-11-17,2021-02-27,0
268,39,2,1,61,Web and Mobile Development,2022-11-28,NULL,0
269,38,9,1,61,Web and Mobile Development,2022-12-12,NULL,0
270,40,5,2,61,Web and Mobile Development,2022-10-26,2022-12-07,0
271,39,12,2,61,Web and Mobile Development,2022-11-18,2023-02-26,0
272,36,2,2,62,Web and Mobile Development,2020-11-22,2021-03-30,0
273,33,8,2,62,Web and Mobile Development,2020-11-19,2020-12-23,0
274,33,3,2,62,Web and Mobile Development,2020-11-05,2021-03-18,0
275,37,6,2,63,Web and Mobile Development,2023-09-17,2024-01-31,0
276,39,11,2,63,Web and Mobile Development,2023-10-14,2024-02-09,0
277,40,1,2,63,Web and Mobile Development,2023-09-19,2024-01-07,0
278,34,7,1,64,Web and Mobile Development,2024-11-15,NULL,0
279,34,5,1,64,Web and Mobile Development,2024-10-30,NULL,0
280,35,8,2,64,Web and Mobile Development,2024-09-16,2024-10-18,0
281,33,6,2,65,Web and Mobile Development,2019-10-05,2020-02-06,0
282,37,7,1,65,Web and Mobile Development,2019-12-11,NULL,0
283,34,4,2,65,Web and Mobile Development,2019-09-19,2020-01-04,0
284,35,6,2,66,Web and Mobile Development,2024-09-20,2024-11-19,0
285,39,10,1,66,Web and Mobile Development,2024-10-13,NULL,0
286,36,7,2,66,Web and Mobile Development,2024-11-23,2025-01-23,0
287,37,5,2,66,Web and Mobile Development,2024-11-15,2025-04-19,0
288,40,3,1,66,Web and Mobile Development,2024-10-14,NULL,0
289,36,2,2,67,Web and Mobile Development,2020-10-25,2021-01-25,0
290,33,5,2,67,Web and Mobile Development,2020-12-07,2021-05-12,0
291,40,11,2,67,Web and Mobile Development,2020-10-07,2020-12-31,0
292,38,12,2,67,Web and Mobile Development,2020-10-29,2020-12-24,0
293,35,10,1,68,Web and Mobile Development,2023-10-17,NULL,0
294,36,9,2,68,Web and Mobile Development,2023-11-11,2024-01-13,0
295,36,11,2,68,Web and Mobile Development,2023-10-24,2024-03-17,0
296,39,6,2,68,Web and Mobile Development,2023-10-29,2024-02-07,0
297,34,11,2,69,Web and Mobile Development,2024-09-22,2024-11-18,0
298,35,5,2,69,Web and Mobile Development,2024-10-04,2025-02-28,0
299,40,10,2,69,Web and Mobile Development,2024-10-08,2025-03-22,0
300,34,2,2,69,Web and Mobile Development,2024-10-19,2025-04-07,0
301,37,7,2,70,Web and Mobile Development,2022-11-06,2023-03-28,0
302,39,4,2,70,Web and Mobile Development,2022-10-19,2023-02-23,0
303,35,3,2,70,Web and Mobile Development,2022-09-26,2023-02-06,0
304,39,12,2,70,Web and Mobile Development,2022-11-17,2023-04-22,0
305,34,9,2,70,Web and Mobile Development,2022-09-15,2022-12-17,0
306,37,2,2,71,Web and Mobile Development,2022-10-11,2022-12-05,0
307,39,1,1,71,Web and Mobile Development,2022-10-09,NULL,0
308,37,11,2,71,Web and Mobile Development,2022-10-31,2023-01-25,0
309,38,5,2,71,Web and Mobile Development,2022-11-13,2023-02-03,0
310,37,12,2,72,Web and Mobile Development,2020-09-28,2021-02-27,0
311,34,10,2,72,Web and Mobile Development,2020-12-02,2021-03-22,0
312,35,5,2,72,Web and Mobile Development,2020-09-26,2021-02-19,0
313,38,1,2,72,Web and Mobile Development,2020-09-06,2021-01-23,0
314,34,2,2,72,Web and Mobile Development,2020-09-07,2020-12-13,0
315,36,11,2,73,Web and Mobile Development,2023-11-02,2024-04-05,0
316,37,1,2,73,Web and Mobile Development,2023-11-02,2023-12-06,0
317,35,10,2,73,Web and Mobile Development,2023-10-02,2023-12-13,0
318,40,6,2,73,Web and Mobile Development,2023-09-15,2024-01-08,0
319,37,12,2,74,Web and Mobile Development,2020-10-25,2021-02-22,0
320,40,6,1,74,Web and Mobile Development,2020-10-21,NULL,0
321,33,9,2,74,Web and Mobile Development,2020-09-23,2021-03-04,0
322,36,5,1,74,Web and Mobile Development,2020-09-27,NULL,0
323,38,8,1,74,Web and Mobile Development,2020-12-02,NULL,0
324,39,3,2,74,Web and Mobile Development,2020-11-11,2021-05-07,0
325,40,4,1,75,Web and Mobile Development,2023-10-17,NULL,0
326,38,2,2,75,Web and Mobile Development,2023-11-18,2024-03-16,0
327,37,12,2,75,Web and Mobile Development,2023-11-01,2024-02-09,0
328,38,7,2,75,Web and Mobile Development,2023-10-06,2024-03-17,0
329,38,11,2,75,Web and Mobile Development,2023-11-29,2024-04-23,0
330,35,2,2,76,Web and Mobile Development,2022-12-07,2023-03-21,0
331,37,1,2,76,Web and Mobile Development,2022-10-19,2022-12-04,0
332,37,8,2,76,Web and Mobile Development,2022-09-12,2022-12-06,0
333,37,3,2,76,Web and Mobile Development,2022-11-25,2023-04-29,0
334,33,10,2,76,Web and Mobile Development,2022-09-11,2022-10-11,0
335,35,3,1,77,Web and Mobile Development,2023-09-15,NULL,0
336,37,6,2,77,Web and Mobile Development,2023-09-29,2023-11-18,0
337,36,5,2,77,Web and Mobile Development,2023-10-02,2024-01-30,0
338,39,9,2,77,Web and Mobile Development,2023-11-29,2024-04-15,0
339,37,12,1,77,Web and Mobile Development,2023-09-16,NULL,0
340,37,3,1,78,Web and Mobile Development,2023-12-07,NULL,0
341,37,10,2,78,Web and Mobile Development,2023-09-28,2023-12-18,0
342,40,7,2,78,Web and Mobile Development,2023-10-20,2024-04-12,0
343,34,6,2,78,Web and Mobile Development,2023-11-19,2024-04-08,0
344,38,12,2,78,Web and Mobile Development,2023-09-28,2024-01-16,0
345,33,6,1,79,Web and Mobile Development,2019-09-08,NULL,0
346,37,7,2,79,Web and Mobile Development,2019-10-28,2020-01-01,0
347,35,8,2,79,Web and Mobile Development,2019-10-06,2020-02-08,0
348,37,11,2,79,Web and Mobile Development,2019-11-23,2020-05-15,0
349,39,9,1,79,Web and Mobile Development,2019-09-11,NULL,0
350,40,4,2,79,Web and Mobile Development,2019-09-21,2019-10-22,0
351,40,1,2,80,Web and Mobile Development,2024-11-19,2025-03-03,0
352,34,2,2,80,Web and Mobile Development,2024-12-01,2025-01-15,0
353,36,12,2,80,Web and Mobile Development,2024-11-17,2024-12-30,0
354,35,5,2,80,Web and Mobile Development,2024-11-09,2025-04-14,0
355,35,11,1,80,Web and Mobile Development,2024-10-02,NULL,0
356,40,3,2,80,Web and Mobile Development,2024-10-12,2024-11-12,0
357,34,2,1,81,Web and Mobile Development,2020-11-27,NULL,0
358,33,12,2,81,Web and Mobile Development,2020-10-12,2021-03-12,0
359,34,1,2,81,Web and Mobile Development,2020-11-14,2020-12-28,0
360,36,3,2,81,Web and Mobile Development,2020-10-19,2021-01-04,0
361,35,10,2,82,Web and Mobile Development,2024-09-28,2024-12-14,0
362,36,11,2,82,Web and Mobile Development,2024-12-03,2025-05-12,0
363,34,8,2,82,Web and Mobile Development,2024-11-09,2025-02-21,0
364,39,2,2,82,Web and Mobile Development,2024-11-24,2025-03-04,0
365,40,7,2,82,Web and Mobile Development,2024-10-29,2024-12-25,0
366,37,7,2,83,Web and Mobile Development,2023-11-15,2024-05-11,0
367,33,3,2,83,Web and Mobile Development,2023-09-08,2024-01-29,0
368,40,1,1,83,Web and Mobile Development,2023-10-19,NULL,0
369,38,5,2,83,Web and Mobile Development,2023-11-01,2024-01-10,0
370,36,8,1,83,Web and Mobile Development,2023-11-07,NULL,0
371,39,10,1,83,Web and Mobile Development,2023-10-18,NULL,0
372,38,3,2,84,Web and Mobile Development,2021-10-30,2022-04-22,0
373,35,11,1,84,Web and Mobile Development,2021-11-12,NULL,0
374,37,12,1,84,Web and Mobile Development,2021-10-20,NULL,0
375,37,2,2,85,Web and Mobile Development,2019-12-02,2020-05-09,0
376,38,11,2,85,Web and Mobile Development,2019-09-25,2020-03-23,0
377,34,8,2,85,Web and Mobile Development,2019-11-22,2020-04-03,0
378,36,7,2,85,Web and Mobile Development,2019-09-14,2019-11-23,0
379,40,10,2,85,Web and Mobile Development,2019-09-21,2020-02-25,0
380,36,5,1,85,Web and Mobile Development,2019-10-20,NULL,0
381,34,3,2,86,Web and Mobile Development,2023-09-18,2023-12-21,0
382,34,7,1,86,Web and Mobile Development,2023-09-14,NULL,0
383,33,11,1,86,Web and Mobile Development,2023-11-05,NULL,0
384,36,6,1,87,Web and Mobile Development,2022-09-25,NULL,0
385,37,2,2,87,Web and Mobile Development,2022-10-03,2023-02-22,0
386,39,8,2,87,Web and Mobile Development,2022-10-06,2022-12-16,0
387,36,7,1,87,Web and Mobile Development,2022-11-14,NULL,0
388,33,10,2,88,Web and Mobile Development,2020-09-29,2020-12-03,0
389,34,1,1,88,Web and Mobile Development,2020-10-19,NULL,0
390,40,2,2,88,Web and Mobile Development,2020-10-16,2021-03-30,0
391,35,4,2,89,Web and Mobile Development,2021-10-17,2022-04-08,0
392,34,10,2,89,Web and Mobile Development,2021-09-10,2022-01-14,0
393,37,8,2,89,Web and Mobile Development,2021-11-13,2022-04-24,0
394,33,9,2,89,Web and Mobile Development,2021-09-14,2021-12-12,0
395,37,1,2,90,Web and Mobile Development,2020-10-29,2021-01-07,0
396,37,4,2,90,Web and Mobile Development,2020-09-23,2020-12-23,0
397,34,5,2,90,Web and Mobile Development,2020-11-04,2021-04-22,0
398,33,10,2,90,Web and Mobile Development,2020-11-27,2021-03-04,0
399,36,7,2,90,Web and Mobile Development,2020-09-18,2020-12-23,0
400,33,1,1,91,Web and Mobile Development,2023-12-03,NULL,0
401,33,3,2,91,Web and Mobile Development,2023-10-10,2024-04-01,0
402,39,4,1,91,Web and Mobile Development,2023-10-24,NULL,0
403,34,9,1,91,Web and Mobile Development,2023-11-25,NULL,0
404,37,6,2,91,Web and Mobile Development,2023-11-19,2024-01-21,0
405,39,2,2,92,Web and Mobile Development,2023-11-18,2024-03-16,0
406,33,1,2,92,Web and Mobile Development,2023-11-15,2024-02-11,0
407,39,8,2,92,Web and Mobile Development,2023-09-22,2023-12-11,0
